Post date,Number of Views,Location,Company name,Job title,Category,Job type,Employment term,Required candidate level,Salary,Professional skills,Soft skills
11 April 2024,548,Yerevan,FastMedia,2D Motion Animator,TV/Radio,Full time,Contract,Mid level,,[],"['Time management', 'Detail-oriented', 'Creative thinking', 'Multitasking']"
11 April 2024,918,Yerevan,ԱյԹի Ռիփորթս ՍՊԸ - IT Reports LLC,Junior Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Junior,,['Accounting'],"['Ability to work independently', 'Time management', 'Flexible']"
11 April 2024,2396,Armenia (All cities)                                            (Remote),DevsData LLC,Junior Manual Tester/QA (remote),Quality Assurance /Control,Full time,Contract,Junior,350 USD - 400 USD Net a month,['Manual testing'],"['Problem solving', 'Analytical skills', 'Organizational skills', 'Communication Skills']"
05 April 2024,747,Yerevan,ՄԵԿ կահույքի սրահ,Խորհրդատու-վաճառողուհի,Sales/service management,Full time,Permanent,Mid level,,['Merchandising'],"['Teamwork', 'Fast orientation', 'Proactive']"
31 March 2024,1040,Yerevan,Ameriabank CJSC,Inbound Communication Team Specialist (Contact Center),Sales/service management,Full time,Permanent,Mid level,,"['MS Office', 'English', 'Russian language', 'Armenian']","['Negotiation  skills', 'Written communication skills', 'Customer/service oriented']"
11 April 2024,927,Yerevan,zealous,Technical Lead/Project Manager,Product/Project Management,Other,Contract,Senior,,"['Project management', 'Software development', 'DDoS', 'OOP', 'Agile project management', 'Software Architecting', 'Software engineering']","['Leadership skills', 'Team management', 'Communication', 'english']"
11 April 2024,612,Yerevan,GN LLC,Կոմերցիոն բաժնի մասնագետ,Production,Full time,Permanent,Mid level,,['Business relationship building'],['Negotiation  skills']
25 March 2024,772,Yerevan,Ameriabank CJSC,Sales and Relationship Manager,Sales/service management,Full time,Permanent,Mid level,,['Active Sales'],[]
31 March 2024,716,Yerevan,Ameriabank CJSC,"Outbound team (Sales team) specialist, Contact Center",Sales/service management,Full time,Permanent,Mid level,,"['MS Office', 'English', 'Armenian']","['Problem solving', 'Conflict resolution skills', 'Decision making']"
31 March 2024,797,Yerevan,Ameriabank CJSC,"Teller, Yerevan branch network",Banking/credit,Full time,Permanent,Mid level,,"['MS Office', 'AS banking']",['Detail-oriented']
31 March 2024,1049,Yerevan,Ameriabank CJSC,"Client Manager, Yerevan branch network",Banking/credit,Full time,Permanent,Mid level,,"['Banking legislation of RA', 'MS Office', 'AS banking']","['Problem solving', 'Retail sales']"
11 April 2024,494,Yerevan,Liqvor CJSC,Microbiologist,Quality Assurance /Control,Full time,Permanent,,,['Microbiology'],[]
11 April 2024,916,Yerevan,Liqvor CJSC,Specialist in the Department of Drug Registrations,Administrative/office-work,Full time,Permanent,Senior,,"['MS Power Point', 'Keyword Research']",[]
11 April 2024,628,Yerevan,Liqvor CJSC,Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,"['MS Word', 'MS Excel', 'MS Outlook', 'Accounting', 'E-invoicing', 'ARMSOFT']","['Time management', 'Analytical skills', 'Fast learning ability', 'Sense of responsibility', 'Attention to details']"
11 April 2024,1208,Yerevan,Zoomerang,Junior Manual QA Engineer,Quality Assurance /Control,Full time,Permanent,Junior,,"['Self organized', 'Cross-cultural communication skills', 'Detail oriented']","['Detail-oriented', 'Fast learning ability', 'learning ability', 'Communication Skills']"
11 April 2024,1167,Yerevan,Freedom Broker Armenia,Call centre representative,Banking/credit,Full time,Permanent,Mid level,,"['CRM', 'MS Office']","['Written communication skills', 'Customer/service oriented', 'Fast learning ability', 'Cold calls', 'Loyalty']"
11 April 2024,691,Yerevan,SCHNEIDER GROUP LLC,Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,"['1c Accounting Software', 'AS-Accountant']",['Written communication skills']
11 April 2024,1366,Yerevan,AeroDynamics,Junior Java Engineer,Software development,Full time,Permanent,Junior,,['Java'],['Teamwork']
11 April 2024,949,Yerevan,ԵրՄՄԳՀԻ,Հաշվետար,Accounting/Bookkeeping/Cash register,Other,Other,Mid level,,['1c Accounting Software'],['Organizational skills']
26 March 2024,693,Yerevan,CENTRAL BANK OF ARMENIA,Metodologist/Financial System Regulation Department /Banking System Regulation Division,Finance Management,Full time,Other,,,[],"['Flexible', 'Analytical skills', 'Result-oriented', 'Communication Skills']"
11 April 2024,750,Yeghvard,Սեմուր ընդ Կո ՍՊԸ,Արտադրամասի պետ,Production,Full time,Permanent,Senior,,[],"['Accuracy', 'Responsibility', 'Team management', 'Reliability']"
11 April 2024,814,Yerevan,Paulaner,Հաշվապահ՝ կադրերի և աշխատավարձի հաշվառման գծով,Accounting/Bookkeeping/Cash register,Full time,Contract,Mid level,,"['MS Office', 'AS-Accountant']","['Time management', 'Flexible']"
11 April 2024,659,Yerevan,Free Style Group,Chain Manager,Sales/service management,Full time,Permanent,Mid level,,"['Financial analysis', 'Analytical and Mathematical skills', 'Fashion']","['Leadership skills', 'Negotiation  skills', 'Time management', 'Conflict resolution skills', 'Customer/service oriented', 'Detail-oriented']"
11 April 2024,800,Yerevan,"""Telecom Armenia"" OJSC",Կոմերցիոն ապրանքների վաճառքի մասնագետ,Sales/service management,Full time,Permanent,Mid level,,"['MS Office', 'Marketing', 'Sale and cooperation ability', 'Consultant']","['Ability to work independently', 'Personal branding', 'Negotiation  skills', 'Time management', 'Analytical skills']"
11 April 2024,581,Yerevan,"ООО ""ТУРОПЕРАТОР ПАК ГРУП""",Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,['Financial analysis'],"['Teamwork', 'Multitasking']"
11 April 2024,1200,Yerevan,Armenian Card CJSC,Head of Business Development and Partnership Department,Business/Management,Full time,Permanent,,,"['Business management', 'Marketing management']","['Negotiation  skills', 'Problem solving', 'Analytical skills']"
11 April 2024,1658,Yerevan,Հայաստանի Հաշվապահների Ասոցիացիա,Ադմինիստրատիվ Օգնական,Administrative/office-work,Full time,Permanent,Junior,,['MS Office'],"['Time management', 'Problem solving', 'Decision making']"
25 March 2024,355,Masis,AREGAK UCO CJSC,Վարկային մասնագետ Մասիս մասնաճյուղում,Banking/credit,Full time,Permanent,,,[],"['Negotiation  skills', 'Time management', 'Detail-oriented']"
11 April 2024,563,Yerevan,BDO Armenia CJSC,Accountant/Tax Advisor,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,"['1c Accounting Software', 'ArmSoft accounting software', 'Tax legislation of RA']","['Written communication skills', 'Positive attitude', 'Time management']"
31 March 2024,703,Yerevan,SoftConstruct,Affiliate Manager,Other IT,Full time,Contract,Mid level,,[],"['Negotiation  skills', 'Time management']"
11 April 2024,544,Yerevan,BDO Armenia CJSC,Audit Assistant,Audit/Compliance,Full time,Permanent,Junior,,"['ACCA', 'ArmSoft accounting software']","['Written communication skills', 'Positive attitude', 'Time management']"
11 April 2024,1232,Yerevan,InSport Wellness center,Receptionist,Sports/Beauty,Full time,Permanent,Junior,,['Hospitality'],"['Positive attitude', 'Teamwork', 'Communicability']"
11 April 2024,1136,Yerevan,Davel Creative Agency,Grapic Designer,UI/UX/Graphic Design,Full time,Permanent,Mid level,,"['Adobe Illustrator', 'Adobe Photoshop', 'Graphic Design']","['Design skills', 'Time management', 'Detail-oriented', 'Multitasking', 'Creativity']"
10 April 2024,580,Yerevan,Flexy Global,React Native Upper Mid Developer,Software development,Full time,Permanent,Mid level,,['React Native'],[]
08 April 2024,1025,Yerevan,Questrade International Inc.,Junior Cybersecurity Specialist - Incident Response,IT security/Networks,Full time,Permanent,Junior,,"['AWS', 'Firewalls', 'SIEM', 'DDoS', 'Azure', 'Cybersecurity']","['Flexible', 'Analytical skills', 'Teamwork', 'english']"
10 April 2024,738,Abovyan,VTB Bank (Armenia),"Սրահի ադմինիստրատոր, ք. Աբովյան",Banking/credit,Full time,Permanent,Mid level,,[],"['Customer/service oriented', 'Hardworking']"
10 April 2024,754,Yerevan,Spayka LLC,Lawyer,Legal,Full time,Permanent,Senior,,"[""Advocate's license""]",[]
10 April 2024,796,Yerevan,ՅՈՒՆԻՓՈՒԼ ՍՊԸ,գանձապահ-հաշվետար,Sales/service management,Full time,Permanent,,200000 AMD - 300000 AMD Net a month,['AS Trade'],['Customer/service oriented']
10 April 2024,1727,Yerevan,Think Engineering,Branch Operations Manager,Administrative/office-work,Full time,Contract,,,"['Sociability', 'Social work']","['Negotiation  skills', 'Written communication skills', 'Conflict resolution skills', 'Fast orientation', 'Punctuality', 'office 365']"
10 April 2024,418,Yerevan,Spayka LLC,Junior lawyer,Legal,Full time,Permanent,Mid level,,"[""Advocate's license""]",[]
10 April 2024,1132,Yerevan,"""Max Station"" LLC",Recruiter,Human Resources,Full time,Permanent,Mid level,,['Employment & labour law of the RA'],"['Ability to work independently', 'Personal branding', 'Negotiation  skills', 'Written communication skills', 'Positive attitude', 'Detail-oriented', 'Psychology', 'Hardworking']"
10 April 2024,775,Yerevan,The Alexander Yerevan Hotel,Accounts Payable Specialist,Accounting/Bookkeeping/Cash register,Full time,Permanent,Junior,,['1c Accounting Software'],"['Ability to work independently', 'Detail-oriented', 'Teamwork']"
06 April 2024,1348,Yerevan,Atenk Ltd,Ֆիրմային խանութների ղեկավար,Sales/service management,Full time,Permanent,Senior,,['MS Excel'],"['Leadership skills', 'Time management', 'Problem solving', 'Conflict resolution skills', 'Strategic thinking']"
10 April 2024,555,Yerevan,Codulate,Mid IOS Developer,Software development,Full time,Permanent,Mid level,,"['Objective C', 'Swift']","['Positive attitude', 'Time management', 'Problem solving', 'Adaptability', 'Flexible', 'Decision making', 'Teamwork']"
31 March 2024,791,Yerevan,PIN-UP Global,Engineering Manager,Software development,Remote,Other,Senior,,['Golang'],[]
10 April 2024,802,Gyumri,"""Telecom Armenia"" OJSC","Էներգոհամակարգերի ճարտարագետ, Գյումրի",Other IT,Full time,Permanent,Junior,,"['Electrical Engineering', 'Power-system protection', 'Workplace safety standards']","['Ability to work independently', 'Detail-oriented', 'Decision making']"
10 April 2024,1317,Yerevan,AFC,Офисный сотрудник,Administrative/office-work,Full time,Permanent,Mid level,,"['MS Windows, MS Office']","['Negotiation  skills', 'Positive attitude', 'Time management', 'Problem solving', 'Detail-oriented', 'Goal-oriented', 'Teamwork', 'Fast learning ability', 'Sense of responsibility']"
31 March 2024,1683,Yerevan,Alpha Group,Business assistant,Administrative/office-work,Full time,Permanent,Senior,,"['CRM', 'English', 'Russian language']","['Leadership skills', 'Negotiation  skills', 'Written communication skills']"
10 April 2024,2303,Yerevan,Big Projects,Office Operations Specialist,Administrative/office-work,Full time,Permanent,,From 100000 AMD Net a month,[],"['Time management', 'Organizational skills']"
10 April 2024,842,Yerevan,ARMECONOMBANK OJSC,Պլաստիկ քարտերի վարչության Սպասարկման բաժնի  գլխավոր մասնագետ,Banking/credit,Full time,Permanent,Senior,,['Banking legislation of RA'],"['Time management', 'Flexible', 'Goal-oriented', 'Creative thinking', 'Hardworking']"
10 April 2024,671,Yerevan,TotoGaming,Հյուրընկալ,Tourism/Hospitality/HoReCa,Full time,Permanent,Junior,,[],"['Positive attitude', 'Time management', 'Detail-oriented']"
10 April 2024,522,Ashtarak,TotoGaming,Հյուրընկալ Աշտարակ,Tourism/Hospitality/HoReCa,Full time,Permanent,Junior,,[],['Customer/service oriented']
10 April 2024,883,Yerevan,Digitain,Product Marketing Manager,Marketing/Advertising,Full time,Permanent,Senior,,"['Knowledge of Russian and English languages', 'Marketing Analysis']","['Time management', 'Problem solving', 'Detail-oriented', 'Decision making', 'Analytical skills', 'Multitasking']"
10 April 2024,743,Yerevan,Digitain,B2C Business Analyst,Data Research/Analysis,Full time,Permanent,Mid level,,"['Python', 'SQL', 'MS Office', 'Power BI', 'Knowledge of Russian and English languages']","['Time management', 'Detail-oriented', 'Goal-oriented', 'Decision making', 'Analytical skills', 'Logical thinking']"
10 April 2024,1121,Yerevan,Gotcha.am,Վաճառող - գանձապահ,Sales/service management,Full time,Permanent,Mid level,From 250000 AMD Net a month,[],"['Positive attitude', 'Problem solving', 'Conflict resolution skills', 'Customer/service oriented', 'Fast learning ability', 'Sense of responsibility', 'Punctuality', 'Stress management']"
10 April 2024,824,Yerevan,Atenk Ltd,Լոգիստիկայի մասնագետ,Procurement/Logistics/Courier,Full time,Permanent,Mid level,,['MS Excel'],[]
10 April 2024,471,Yerevan,Codulate,Senior DevOps Engineer/Cloud Architect,Software development,Full time,Permanent,Senior,,"['Python', 'Networking', 'Monitoring tools', 'AWS', 'Linux', 'Ansible', 'CI/CD', 'Terraform']","['Leadership skills', 'Positive attitude', 'Time management', 'Problem solving']"
31 March 2024,3257,Yerevan,Coca-Cola Hellenic Bottling Company Armenia,"Plant Health, Safety & Environment Lead",Production,Full time,Permanent,Mid level,,"['MS Office', 'Workplace safety standards']","['Flexible', 'Ability to work under pressure', 'Collaborative']"
10 April 2024,710,Yerevan,VTB Bank (Armenia),Product Manager,Banking/credit,Full time,Permanent,Mid level,,"['JIRA', 'Product management', 'MS Excel']","['Time management', 'Detail-oriented', 'Goal-oriented', 'Analytical skills', 'Ability to work under pressure', 'Multitasking']"
10 April 2024,793,Yerevan,VTB Bank (Armenia),Financial Analyst,Finance Management,Full time,Permanent,Mid level,,"['Python', 'MS Excel', 'SQL']","['Time management', 'Detail-oriented', 'Analytical skills', 'Fast learning ability', 'Ability to work under pressure', 'Fast orientation']"
10 April 2024,1307,Yerevan,SAS Group,Translator,Administrative/office-work,Full time,Permanent,Senior,,['English'],[]
10 April 2024,621,Yerevan,Genacvale Tavern,Գլխավոր հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,,[],"['Time management', 'Sense of responsibility', 'Tax report']"
10 April 2024,1670,Yerevan,Robin the Robot,Armenian Speaking Interactions Specialist,Healthcare/Pharmaceutical,Full time,Permanent,Mid level,,['Psychological consulting'],"['Critical thinking', 'Teamwork', 'Fast learning ability', 'Ability to work under pressure', 'Proactivity']"
10 April 2024,578,Yerevan,AMS LLC,CRM Bitrix,Business Software Consultancy,Full time,Permanent,Senior,,"['1C', 'Bitrix']","['enterprising', 'Responsibility']"
10 April 2024,1191,Yerevan,Freedom Broker Armenia,Senior Regulatory Compliance Manager,Audit/Compliance,Full time,Permanent,Senior,,['Banking legislation of RA'],"['Goal-oriented', 'Decision making', 'Analytical skills']"
05 April 2024,1104,Yerevan,Uraaa.com,Marketing Manager,Marketing/Advertising,Full time,Permanent,Mid level,250000 AMD - 300000 AMD Net a month,['Digital marketing'],[]
10 April 2024,1180,Yerevan,Joomag,Internship Customer Service,Sales/service management,Full time,Internship,Junior,,['Customer Service skills'],['Communication']
31 March 2024,628,Yerevan,VTB Bank (Armenia),Դատական բռնագանձման բաժնի մասնագետ,Legal,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Flexible', 'Detail-oriented', 'Teamwork', 'Fast orientation']"
31 March 2024,842,Yerevan,VTB Bank (Armenia),Իրավաբան,Legal,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Written communication skills', 'Problem solving', 'Flexible']"
10 April 2024,787,Ashtarak,ARMENIA WINE FACTORY LLC,Tour guide,Tourism/Hospitality/HoReCa,Full time,Permanent,Mid level,,['ASP.NET MVC'],[]
28 March 2024,949,Yerevan,MBG Group LLC,Restaurant Manager,Tourism/Hospitality/HoReCa,Full time,Permanent,Junior,,"['Conflict management', 'Staff management', 'Computer knowledge', 'MS Office', 'English', 'Russian language']","['Time management', 'Flexible', 'Teamwork', 'Sense of responsibility', 'Communicability']"
10 April 2024,918,Yerevan,Hotel Aviatrans,Night-Shift Receptionist,Tourism/Hospitality/HoReCa,Other,Permanent,Mid level,,[],"['Positive attitude', 'Conflict resolution skills', 'Customer/service oriented', 'Teamwork', 'Polite']"
10 April 2024,794,Yerevan,Maurice Ward Armenia,Danish Speaking Sales Assistant,Procurement/Logistics/Courier,Full time,Permanent,Junior,,"['MS Office', 'Advanced English knowledge', 'Danish']","['Negotiation  skills', 'Teamwork', 'Attention to details', 'Organizational skills', 'Communication Skills']"
10 April 2024,930,Yerevan,Teza Technologies,"Software Engineer, Quantitative Development Team",Software development,Full time,Permanent,Mid level,,"['Python', 'Pandas']","['Time management', 'Problem solving']"
10 April 2024,874,Yerevan,"""Telecom Armenia"" OJSC",Թվային պրոդուկտների գլխավոր ղեկավար (Chief Product Officer),Product/Project Management,Full time,Permanent,Senior,,"['Product management', 'Written content']","['Ability to work independently', 'Personal branding', 'Leadership skills', 'Negotiation  skills']"
10 April 2024,560,Yerevan,BostonGene Technologies,Clinical analyst (oncology),Other IT,Full time,Permanent,,,"['Python', 'Linux', 'Knowledge of Russian and English languages', 'Medical education', 'Medical knowledge']","['Ability to work independently', 'Time management', 'Detail-oriented', 'Analytical skills', 'Logical thinking', 'Fast orientation']"
10 April 2024,588,Yerevan,BostonGene Technologies,Clinical analyst (hematology),Healthcare/Pharmaceutical,Full time,Permanent,Mid level,,[],"['Adaptability', 'Analytical skills', 'Critical thinking', 'Fast learning ability']"
10 April 2024,644,Yerevan,BostonGene Technologies,Junior analyst - Molecular biologist,Science,Full time,Contract,Junior,,['Knowledge of Russian and English languages'],"['Ability to work independently', 'Time management', 'Flexible', 'Detail-oriented']"
10 April 2024,811,Yerevan,Food Depot LLC,Caviste,General/professional/Other services,Full time,Permanent,Junior,,[],"['Positive attitude', 'Problem solving', 'Customer/service oriented', 'Detail-oriented', 'Fast learning ability']"
10 April 2024,770,Yerevan,Finup,Հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,150000 AMD - 500000 AMD Net a month,[],['Ability to work independently']
10 April 2024,417,Yerevan,Synopsys Armenia,ASIC Physical Design Engineer/ 48414BR,Hardware design,Full time,Permanent,Mid level,,"['VHDL/Verilog', 'VLSI', 'RTL']",[]
10 April 2024,1256,Yerevan,Freedom Broker Armenia,AML Transaction Monitoring Analyst,Audit/Compliance,Full time,Contract,Mid level,,['AML system'],"['Critical thinking', 'Attention to details']"
08 April 2024,1493,Yerevan,Linz Optic ZEISS Vision Expert,Sales Specialist,Sales/service management,Part time,Permanent,Mid level,From 200000 AMD Net a month,['Business relationship building'],"['Customer/service oriented', 'Flexible', 'Detail-oriented', 'Presentation skills', 'Goal-oriented', 'Sense of responsibility', 'Managing a quality service', 'Polite', 'Communication', 'Ability to develop and build relationships']"
10 April 2024,888,Yerevan,Ayb School,Հայոց լեզվի և գրականության ուսուցիչ,Education/training,Part time,Permanent,,,[],['Teaching skills']
10 April 2024,582,Masis,VTB Bank (Armenia),"Սրահի ադմինիստրատոր, ք. Մասիս",Banking/credit,Full time,Permanent,Mid level,,['Banking legislation of RA'],['Hardworking']
10 April 2024,569,Yerevan,Align Technology,Senior C++ Developer (Algorithms),Software development,Full time,Permanent,Senior,,"['Mathematics', 'C++', 'Algorithms']",[]
10 April 2024,722,Yerevan,Evolution,Русскоязычный Game Presenter,Other IT,Flexible schedule,Permanent,Student,,['Cross-cultural communication skills'],[]
10 April 2024,762,Arzni,Bacon Product LLC,Շուկայի զարգացման պատասխանատու,Sales/service management,Full time,Permanent,Mid level,,['Sales/service experience'],"['Negotiation  skills', 'Communication Skills']"
10 April 2024,708,Yerevan,Autofan AC LLC,Վաճառքի մասնագետ,Sales/service management,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Time management', 'Problem solving', 'Teamwork']"
10 April 2024,717,Arzni,Bacon Product LLC,Առաքիչ,Sales/service management,Full time,Permanent,Mid level,,['Sales'],['Communication Skills']
10 April 2024,904,Arzni,Bacon Product LLC,Մարքեթինգի ավագ մասնագետ,Marketing/Advertising,Full time,Permanent,Senior,,['Marketing communications'],['Analytical skills']
31 March 2024,559,Hrazdan,VTB Bank (Armenia),Ապառիկ վաճառքի գծով մասնագետ ք․ Հրազդան,Banking/credit,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Problem solving', 'Flexible', 'Fast orientation']"
10 April 2024,943,Yerevan,Digitain,Sports Trader,Other IT,Full time,Permanent,,,"['Computer knowledge', 'Analytical thinking', 'Russian language']","['Flexible', 'Detail-oriented', 'Analytical skills']"
31 March 2024,863,Yerevan,VTB Bank (Armenia),Կոնտակտային կենտրոնի մասնագետ,Banking/credit,Full time,Permanent,Mid level,,['Sales/service experience'],"['Customer/service oriented', 'Teamwork', 'Ability to work under pressure']"
31 March 2024,641,Yerevan,VTB Bank (Armenia),Վաճառքի մասնագետ,Sales/service management,Full time,Permanent,Mid level,,[],"['Time management', 'Problem solving', 'Teamwork', 'Fast learning ability']"
31 March 2024,628,Yerevan,VTB Bank (Armenia),Ապառիկ վաճառքի գծով մասնագետ,Sales/service management,Full time,Permanent,Mid level,,[],['Hardworking']
10 April 2024,1174,Yerevan,Coffee House Company,Financial Analyst,Finance Management,Full time,Permanent,Mid level,,['Financial analysis'],"['Time management', 'Detail-oriented', 'Analytical skills', 'Fast orientation']"
10 April 2024,717,Yerevan,Էյչ Վի Էյ Սի Գրուպ ՍՊԸ,Sales specialist,Sales/service management,Full time,Permanent,,From 200000 AMD Gross a month,['Business relationship building'],['Negotiation  skills']
31 March 2024,1151,Yerevan,Ameriabank CJSC,Product Data Analyst,Data Research/Analysis,Full time,Permanent,Mid level,,['Active Sales'],[]
27 March 2024,626,Yerevan,Viva-MTS (MTS Armenia CJSC),Senior Datacenter Network Engineer,Network Administration,Full time,Permanent,Senior,,"['Datacenter management', 'CCNP', 'Cisco']","['Problem solving', 'Analytical skills', 'Teamwork', 'Fast orientation']"
31 March 2024,594,Yerevan,Ameriabank CJSC,Mid .NET Developer,Software development,Full time,Permanent,Mid level,,"['C#', 'Agile']","['.NET', 'Communication Skills']"
10 April 2024,1256,Yerevan,Էյչ Վի Էյ Սի Գրուպ ՍՊԸ,Delivery driver,Construction,Full time,Permanent,,From 250000 AMD Net a month,['Construction supervision'],['Time management']
27 March 2024,597,Yerevan,Viva-MTS (MTS Armenia CJSC),Senior Network Engineer,System Admin/Engineer,Full time,Permanent,Senior,,['System and Network engineer'],"['Analytical skills', 'Teamwork']"
31 March 2024,369,Yerevan,Ameriabank CJSC,Senior .NET Developer,Software development,Full time,Permanent,Senior,,"['Software development', 'C#']",['.NET']
25 March 2024,1300,Yerevan,Digitain,Հասանելիությունների վերահսկման մասնագետ,Administrative/office-work,Full time,Contract,Junior,,"['MS Word', 'MS Excel', 'MS Office', 'Knowledge of Russian and English languages']","['Written communication skills', 'Detail-oriented', 'Logical thinking', 'Responsibility']"
25 March 2024,1226,Yerevan,Digitain,Ներքին անվտանգության տեսահսկման մասնագետ,Security,Full time,Permanent,Mid level,,"['MS Word', 'MS Excel']","['Stress management', 'Responsibility']"
25 March 2024,523,Yerevan,Digitain,Internal Security Video Monitoring Specialist,Security,Full time,Permanent,Mid level,,['MS Office'],"['Analytical skills', 'Quick learner', 'Responsibility']"
10 April 2024,742,Yerevan                                            (Remote),Azarian Growth Agency,Digital Marketing Specialist,Marketing/Advertising,Full time,Permanent,Senior,,"['Digital marketing', 'Search engine optimization/marketing', 'SEO', 'SMM', 'Market analysis', 'Facebook Ads', 'YouTube Ads']","['Ability to work independently', 'Leadership skills', 'Written communication skills', 'Ability to work under pressure']"
10 April 2024,519,Yerevan,Azarian Growth Agency,Senior UI/UX Team Lead,UI/UX/Graphic Design,Full time,Permanent,Senior,,"['Graphic Design', 'Product design', 'User Experience (UX) Design']",['Leadership skills']
10 April 2024,793,Yerevan,Azarian Growth Agency,Content Writer,Content writing,Full time,Permanent,Mid level,,"['Content writing', 'Advanced English knowledge']","['Ability to work independently', 'Written communication skills']"
10 April 2024,864,Yerevan,EXPOCORE HOTEL,HR Manager,Tourism/Hospitality/HoReCa,Full time,Contract,Senior,,[],"['Leadership skills', 'Negotiation  skills', 'Time management', 'Teamwork', 'Employee Recruitment and Retention']"
10 April 2024,721,Yerevan,EXPOCORE HOTEL,Receptionist,Tourism/Hospitality/HoReCa,Full time,Permanent,,,[],"['Problem solving', 'Customer/service oriented', 'Detail-oriented', 'Teamwork', 'Multitasking', 'Loyalty']"
09 April 2024,1869,Yerevan,Daniam LLC,Assistant to Project Manager,Product/Project Management,Full time,Permanent,,,"['Confluence', 'JIRA', 'Project management', 'Sales/service experience', 'MS Project', 'Conflict management', 'MS Excel', 'Marketing management', 'Project Planning', 'B2B sales', 'Project implementation']",['Analytical skills']
09 April 2024,1124,Yerevan,"""Telecom Armenia"" OJSC",Թվային պրոդուկտների վերլուծաբան,Product/Project Management,Full time,Permanent,Mid level,,"['Python', 'SQL query generation', 'Firebase', 'Google analytics', 'Yandex Metrica', 'Google Tag manager']","['Ability to work independently', 'Personal branding', 'Positive attitude', 'Analytical skills', 'Ability to keep deadlines']"
09 April 2024,1199,Armenia (All cities)                                            (Remote),DevsData LLC,Junior Talent Acquisition Specialist,Other IT,Full time,Contract,Junior,,"['Business management', 'MS Office', 'Technical Recruitment']","['Analytical skills', 'Strong interpersonal skills']"
08 April 2024,1523,Yerevan,Fine Service LLC,Service Manager Assistant,Sales/service management,Full time,Permanent,,From 150000 AMD Net a month,['Digital marketing'],[]
31 March 2024,1975,Yerevan,OAZIS COMPUTER LLC,Սպասարկման կենտրոնի ղեկավար/աշխատակից,Sales/service management,Full time,Permanent,Mid level,350000 AMD - 500000 AMD Net a month,['PDO'],[]
08 April 2024,1172,Yerevan,Սփիք ՍՊԸ,Sales manager,Sales/service management,Full time,Permanent,,,['Business relationship building'],"['Teamwork', 'Hardworking', 'Sense of responsibility']"
08 April 2024,1505,Yerevan,Digitain,Games Quality Verification Specialist,General/professional/Other services,Full time,Permanent,,,"['Computer knowledge', 'Analytical thinking']","['Time management', 'Flexible', 'Detail-oriented']"
08 April 2024,1158,Yerevan,Digitain,Live Games Planning Specialist,Administrative/office-work,Full time,Permanent,,,"['Data processing', 'Analytics and research', 'Basic knowledge about sport']","['Detail-oriented', 'Analytical skills', 'Computer literacy']"
01 April 2024,1691,Yerevan,Atenk Ltd,Համալրման մասնագետ,Human Resources,Full time,Permanent,Senior,,['MS Excel'],"['Ability to work independently', 'Leadership skills', 'Positive attitude', 'Time management', 'Problem solving']"
07 April 2024,1281,Yerevan,Ֆրոզեն Միթ ՍՊԸ,Head of the sales department,Sales/service management,Full time,Contract,Senior,,"['Planning', 'Management', 'Development of a sales strategy']","['Time management', 'Problem solving', 'Conflict resolution skills', 'Flexible', 'Decision making', 'Logical thinking', 'Team management']"
07 April 2024,1080,Abovyan,Թամարա ՍՊԸ,Quality manager,Production,Full time,Contract,Mid level,,['Data processing'],[]
07 April 2024,1111,Yerevan,Ադամիում,Հաշվետար,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,From 180000 AMD Net a month,"['MS Excel', 'AS-Accountant']",['Time management']
07 April 2024,1571,Las Vegas                                            (Remote),Abramyan Marketing Group (AMG),Marketing Data Analyst,Marketing/Advertising,Part time,Freelance,Mid level,,"['Google Cloud Platform', 'Tableau']","['Organizational skills', 'Marketing analysis', 'Communication Skills', 'Planning and Organizing']"
07 April 2024,1548,Las Vegas                                            (Remote),Abramyan Marketing Group (AMG),Junior Marketing Copywriter/Strategist,Content writing,Part time,Freelance,Mid level,,[],"['Time management', 'Critical thinking', 'Fast learning ability', 'Strategic thinking']"
06 April 2024,844,Yerevan,Republica hotel Yerevan,Loss Prevention associate,Tourism/Hospitality/HoReCa,Full time,Permanent,Mid level,130000 AMD - 170000 AMD Net a month,[],"['Conflict resolution skills', 'Teamwork', 'Work under pressure']"
06 April 2024,2605,Yerevan                                            (Remote),Krisp,Content Writer (contract-based),Content writing,Other,Contract,Senior,,"['SEO', 'Content writing']","['Ability to work independently', 'Time management', 'Detail-oriented']"
06 April 2024,1035,Yerevan,The Alexander Yerevan Hotel,Valet Parking Attendant,Tourism/Hospitality/HoReCa,Full time,Permanent,Junior,,['Driving License'],"['Teamwork', 'Sense of responsibility', 'Polite']"
