Post date,Number of Views,Location,Company name,Job title,Category,Job type,Employment term,Required candidate level,Salary,Professional skills,Soft skills
20 April 2024,730,Arzni,Bacon Product LLC,Թվային մարքեթինգի մասնագետ,Marketing/Advertising,Full time,Permanent,Mid level,,['Google analytics'],['Analytical skills']
20 April 2024,850,Yerevan,Evolution,Live Support Specialist,Entertainment,Full time,Permanent,Mid level,,"['Customer Service skills', 'MS Office', 'English']","['Written communication skills', 'Positive attitude', 'Team player']"
20 April 2024,983,Yerevan,ՄԱՐԱՆ ՍՊԸ,Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,"['1c Accounting Software', 'AS-Accountant']","['Personal branding', 'Time management', 'Flexible', 'Detail-oriented']"
20 April 2024,525,Yerevan,Ucraft,Senior Ruby on Rails Engineer - Hoory AI Project,Software development,Full time,Permanent,Senior,,['Ruby On Rails'],['Teamwork']
20 April 2024,809,Yerevan,Aviadrom LLC,Sales specialist,Tourism/Hospitality/HoReCa,Full time,Permanent,,,['CRM'],"['Negotiation  skills', 'B2C продажи', 'Customer Service']"
19 April 2024,673,Yerevan,Sceyt,B2B(SaaS) Sales Specialist,Sales/service management,Full time,Contract,Mid level,,"['B2B sales', 'Development of a sales strategy', 'Hubspot']","['Negotiation  skills', 'Time management', 'Decision making', 'Multitasking']"
20 April 2024,1468,Yerevan,"""INGO ARMENIA"" Insurance CJSC",Mid Frontend developer,Software development,Full time,Permanent,Mid level,,[],['Ability to work independently']
20 April 2024,972,Yerevan,ARMECONOMBANK OJSC,ԱՇԽԱՏԱԿԱԶՄԻ ՔԱՐՏՈՒՂԱՐՈՒԹՅԱՆ ՄԱՍՆԱԳԵՏ,Banking/credit,Full time,Permanent,Mid level,,['Banking legislation of RA'],"['Time management', 'Flexible', 'Goal-oriented', 'Teamwork']"
20 April 2024,1052,Yerevan,"""INGO ARMENIA"" Insurance CJSC",Backend Developer,Software development,Full time,Permanent,Mid level,,[],['Ability to work independently']
07 April 2024,1950,Yerevan,AREGAK UCO CJSC,ՄՌԿ մասնագետ,Human Resources,Full time,Permanent,Mid level,To 350000 AMD Gross a month,[],"['Negotiation  skills', 'Written communication skills', 'Time management', 'Detail-oriented', 'Teamwork', 'Proactive']"
16 April 2024,713,Yerevan,Ucraft,QA Automation Engineer - Hoory AI Project,Quality Assurance /Control,Full time,Permanent,Senior,,['Linux'],['Teamwork']
19 April 2024,2832,Yerevan                                            (Remote),ToTalk Armenian,English-speaking Armenian Teacher,Education/training,Remote,Other,Mid level,,"['Teaching', 'English', 'Teaching/training experience', 'Zoom']",[]
19 April 2024,1207,Yerevan,Reyma,"Младший контент менеджер маркеплейсов (Wildberries, Ozon)",Data Research/Analysis,Full time,Permanent,Mid level,,"['CorelDRAW', 'Photography', 'MS Office']",['Time management']
19 April 2024,911,Yerevan,"Courtyard by Marriott, Yerevan",Front Office Agent,Tourism/Hospitality/HoReCa,Full time,Permanent,,,[],"['Active listening', 'Responsibility', 'Polite', 'Communication']"
19 April 2024,613,Yerevan,Ernst and Young CJSC (EY),Audit Senior at EY office in Yerevan,Audit/Compliance,Full time,Permanent,Senior,,"['ACCA', 'Tax legislation of RA', 'Accounting', 'Finance']","['Analytical skills', 'Critical thinking', 'Teamwork']"
19 April 2024,659,Yerevan,Ernst and Young CJSC (EY),Audit Assistant at EY office in Yerevan,Audit/Compliance,Full time,Permanent,Mid level,,"['Accounting', 'Finance', 'Audit']","['Team player', 'Communication Skills']"
15 April 2024,938,Yerevan,Cayole,Senior Full Stack Web Developer,Software development,Full time,Permanent,Senior,,"['Git/Github', 'PHP', 'JavaScript', 'MySQL', 'HTML/CSS']","['Ability to work independently', 'Communication Skills']"
19 April 2024,1080,Yerevan,Սմարտ Չոյս,sales consultant,Sales/service management,Full time,Permanent,,,['Merchandising'],['Personal branding']
01 April 2024,1179,Yerevan,VTB Bank (Armenia),Սրահի ադմինիստրատոր (Պրեմիում դասի մասնաճյուղ),Banking/credit,Full time,Permanent,Senior,,[],"['Problem solving', 'Customer/service oriented', 'Hardworking']"
19 April 2024,819,Yerevan,NoyMed LLC,Finance Specialist,Finance Management,Full time,Permanent,Mid level,,"['ArmSoft accounting software', 'MS Excel', 'Advanced English knowledge']","['Time management', 'Detail-oriented', 'Analytical skills', 'Sense of responsibility', 'Quick learner', 'Business ethics', 'Open-Mindedness']"
19 April 2024,471,Aparan,Ucom,Վաճառքի և սպասարկման մասնագետ ք․ Ապարան,Sales/service management,Full time,Temporary,Junior,,['B2C sales'],[]
19 April 2024,1988,Yerevan,«Օհանյան Բրենդի Կոմպանի» ՍՊԸ,Office manager,Administrative/office-work,Full time,Permanent,Mid level,220000 AMD - 220000 AMD Net a month,['Employment & labour law of the RA'],['Teamwork']
19 April 2024,691,Yerevan,"""Max Station"" LLC",Շահագործման ինժեները,Mechanical/Engineering,Full time,Permanent,,,"['Architecture Design', 'Construction supervision']","['Ability to work independently', 'Problem solving', 'Sense of responsibility']"
19 April 2024,868,Yerevan,Telcell,Digital Product Sales Department Head,Business/Management,Full time,Permanent,Senior,,[],"['Leadership skills', 'Flexible', 'Coaching\xa0/mentorship']"
19 April 2024,902,Yerevan,Digitain,Customer Analytics Specialist,Data Research/Analysis,Full time,Permanent,Mid level,,"['Python', 'MS Excel', 'SQL', 'ETL']","['Detail-oriented', 'Analytical skills', 'Logical thinking', 'Hardworking']"
19 April 2024,811,Yerevan,B2B Medical,Medical representative - surgery,Healthcare/Pharmaceutical,Full time,Permanent,Senior,,"['Business management', 'Business relationship building', 'Medical education', 'Medical knowledge']","['Ability to work independently', 'Personal branding', 'Negotiation  skills', 'Polite']"
05 April 2024,849,Yerevan,Ինտերքլին,Ինտերքլին,Administrative/office-work,Full time,Permanent,Senior,170000 AMD - 250000 AMD Net a month,['1c Accounting Software'],['Negotiation  skills']
19 April 2024,733,Yerevan,Digitain,Customer Retention Specialist,Data Research/Analysis,Full time,Permanent,Mid level,,"['MS Excel', 'Mathematics', 'Finance', 'Knowledge of Russian and English languages']","['Time management', 'Detail-oriented', 'Goal-oriented', 'Analytical skills', 'Logical thinking', 'Teamwork', 'Hardworking']"
19 April 2024,1564,Gyumri,Derjava,Առևտրային գործակալ  /Preseller,Sales/service management,Full time,Permanent,Mid level,,['Merchandising'],"['Leadership skills', 'Customer/service oriented', 'Presentation skills', 'Hardworking']"
19 April 2024,872,Yerevan,Derjava,Հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,,,"['1c Accounting Software', 'MS Excel']",[]
19 April 2024,1096,Yerevan,VENLO,Բարիստա/Գանձապահ,Sales/service management,Part time,Permanent,Student,140000 AMD - 160000 AMD Net a month,[],"['Personal branding', 'Negotiation  skills', 'Conflict resolution skills', 'Flexible', 'Teamwork', 'Proactive', 'Polite']"
01 April 2024,554,Yerevan,"""Ardshinbank"" CJSC",Վաճառքի խումբ - Սպասարկող մասնագետ,Banking/credit,Full time,Permanent,Junior,,"['MS Windows, MS Office']",[]
19 April 2024,813,Yerevan,SoftConstruct,Rights and Content Operations Manager,Other IT,Full time,Permanent,Mid level,,['MS Office'],"['Ability to work independently', 'Written communication skills', 'Flexible']"
19 April 2024,985,Yerevan,"""Max Station"" LLC",Financial Analyst,Finance Management,Full time,Permanent,Senior,,"['1c Accounting Software', 'MS Excel', 'MS Office']","['Result-oriented', 'Hardworking', 'Sense of responsibility', 'Data Management']"
19 April 2024,1068,Yerevan,SoftConstruct,Technical Operator,Sales/service management,Full time,Permanent,Junior,,['Support'],"['Fast orientation', 'Attention to details', 'Accuracy', 'Team player']"
19 April 2024,691,Yerevan,Hexens,"Senior Backend Engineer, Node.js",Software development,Full time,Permanent,Senior,,['Node.js'],"['Problem solving', 'Agile approach', 'Communication']"
19 April 2024,635,Yerevan,Hexens,"Senior Backend Engineer, Python",Software development,Full time,Permanent,Senior,,"['Python', 'MySQL', 'PostgreSQL']","['Agile approach', 'Communication']"
18 April 2024,667,Yerevan,Delex Law  firm,Associate/ Lawyer,Legal,Full time,Permanent,Mid level,,[],['Multitasking']
19 April 2024,958,Yerevan,Hexens,Business operations associate,Administrative/office-work,Full time,Permanent,Mid level,,"['Confluence', 'JIRA', 'Google Suite']","['Problem solving', 'Multitasking', 'Organizational skills', 'Communication']"
19 April 2024,724,Yerevan,Lumina Law LLC,Legal Settlement Supervisor,Legal,Full time,Permanent,,200000 AMD - 600000 AMD Net a month,"['Legal analysis', 'Drawing legal documents']","['Ability to work independently', 'Leadership skills', 'Negotiation  skills', 'Written communication skills', 'Time management', 'Adaptability']"
19 April 2024,671,Yerevan,Lumina Law LLC,Legal Settlement Assistant,Legal,Full time,Permanent,,120000 AMD - 300000 AMD Net a month,['Drawing legal documents'],"['Ability to work independently', 'Written communication skills', 'Time management']"
19 April 2024,846,Yerevan,Lumina Law LLC,Legal Case Supervisor,Legal,Full time,Permanent,,200000 AMD - 600000 AMD Net a month,"['Legal analysis', 'Practical Legal Skills']","['Written communication skills', 'Time management', 'Adaptability']"
19 April 2024,836,Yerevan,GCreative,Middle/Middle+ Frontend Developer (Vue 3/ Nuxt 3),Software development,Full time,Permanent,Mid level,,"['JavaScript Frameworks', 'Vue js', 'Nuxt.js']",[]
18 April 2024,2131,Yerevan,Any Rose,Administrative assistant,Administrative/office-work,Full time,Permanent,Senior,,"['Data processing', 'Administrative support']","['Customer/service oriented', 'Teamwork', 'Sense of responsibility']"
19 April 2024,809,Yerevan,WaveAccess,Embedded software engineer,Software development,Full time,Contract,Mid level,,"['C++', 'C/C++']",[]
19 April 2024,1065,Yerevan                                            (Remote),AffPapa,Business Development Manager,Sales/service management,Full time,Permanent,Junior,,"['Advanced English knowledge', 'Online Marketing', 'B2C sales', 'B2B marketing', 'Advanced computer skills']","['Ability to work independently', 'Negotiation  skills', 'Problem solving', 'Goal-oriented', 'Fast learning ability', 'Team player']"
19 April 2024,1094,Yerevan,Varpet,Administrator,Administrative/office-work,Full time,Permanent,Mid level,150000 AMD - 200000 AMD Net a month,['MS Excel'],['Ability to work independently']
19 April 2024,1041,Yerevan,Eldorado Armenia,Content manager,Marketing/Advertising,Full time,Permanent,Junior,,"['Adobe Photoshop', 'MS Office']","['Ability to work independently', 'Personal branding', 'Written communication skills']"
19 April 2024,694,Yerevan,Ucraft,Senior Software Engineer/Vue.js - Hoory AI Project,Software development,Full time,Permanent,Senior,,['Vue js'],['Teamwork']
19 April 2024,795,Yerevan,ՍԵՐՎԻՍՀԱԲ ՓԲԸ,Customer Service Representative,Sales/service management,Full time,Permanent,Junior,,"['Customer Service skills', 'Advanced English knowledge', 'Proficiency in Written English', 'Skills of expanding and maintaining the customer base']","['Ability to work independently', 'Written communication skills', 'Positive attitude', 'Customer/service oriented']"
19 April 2024,865,Yerevan,Polyplast Armenia,SALES MANAGER,Sales/service management,Full time,Permanent,Senior,,['Active Sales'],[]
19 April 2024,319,Yerevan,Կոնցեպտում ՓԲԸ,Հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,,['Accounting'],[]
19 April 2024,878,Yerevan,ՍԵՐՎԻՍՀԱԲ ՓԲԸ,Senior bookkeeper,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,"['Data processing', 'Accounting', 'Quickbooks']","['Ability to work independently', 'Negotiation  skills', 'Written communication skills']"
19 April 2024,817,Yerevan,Converse Bank,Operational Risk Manager,Banking/credit,Full time,Permanent,Senior,,['AS-Bank'],[]
12 April 2024,769,Yerevan,"""Prime Insurance Brokers"" LLC",Insurance | Reinsurance Broker,Insurance,Full time,Permanent,,,[],"['Negotiation  skills', 'Time management', 'Customer/service oriented', 'Flexible', 'Decision making', 'Teamwork', 'Multitasking', 'Sense of responsibility', 'Constant drive for self-development']"
01 April 2024,1031,Yerevan,World Vision Armenia,“SKYE Net-Skills and Knowledge for Youth Empowerment Network” Project Coordinator,NGO/Nonprofit,Full time,Contract,,,['Project management'],"['Time management', 'Communication Skills']"
19 April 2024,868,Yerevan,Praemium RA LLC,Full Stack .Net Developer,Software development,Full time,Permanent,Senior,,['.NET Framework'],['Problem solving']
19 April 2024,826,Yerevan,M.A.M online school,Digital Marketing Specialist,Marketing/Advertising,Full time,Permanent,Mid level,,"['Digital marketing', 'SEO', 'Google analytics', 'Google Ads']",[]
19 April 2024,604,Yerevan,TotoGaming,Բարմեն,Tourism/Hospitality/HoReCa,Full time,Permanent,Mid level,,[],['Punctuality']
19 April 2024,1559,Yerevan,Nork Technology Center,Executive assistant/Project coordinator,Administrative/office-work,Full time,Permanent,Mid level,200000 AMD - 250000 AMD Net a month,[],"['Positive attitude', 'Time management', 'Problem solving', 'Flexible', 'Critical thinking', 'Ability to work under pressure', 'Fast orientation', 'Result-oriented']"
19 April 2024,940,Yerevan,TotoGaming,Հաճախորդների սպասարկման մասնագետ,Sales/service management,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Time management', 'Problem solving', 'Conflict resolution skills', 'Fast orientation', 'Communication Skills']"
19 April 2024,927,Yerevan,Nork Technology Center,IT support specialist,IT Support/Technician,Full time,Permanent,Mid level,150000 AMD - 200000 AMD Net a month,"['Engineering', 'IT Support']","['Teamwork', 'Personal discipline', 'Accuracy', 'Responsibility', 'Reliability']"
19 April 2024,732,Ashtarak,TotoGaming,Հաճախորդների սպասարկման մասնագետ (Աշտարակ),Administrative/office-work,Full time,Permanent,Mid level,,[],['Customer/service oriented']
19 April 2024,1347,Yerevan,Armenian Volunteer Corps (AVC),IT Project Manager - Volunteer Management System (VMS),Product/Project Management,Fixed term contract,Contract,,,[],"['Ability to work independently', 'Written communication skills', 'Time management', 'Detail-oriented', 'Organizational skills']"
19 April 2024,1022,Yerevan,«Դարֆ» ՍՊԸ,ՍՄՄ Մասնագետ/Օպերատոր,Marketing/Advertising,Full time,Permanent,Mid level,,"['Macros', 'Social Media Marketing']","['Flexible', 'Creative thinking', 'Communication']"
19 April 2024,1094,Yerevan,Acba Bank OJSC,POS տերմինալների սպասարկման մասնագետ,Banking/credit,Full time,Permanent,,,['MS Office'],[]
19 April 2024,738,Yerevan,Digitain,KPI Implementation and Development Specialist,Data Research/Analysis,Full time,Permanent,Mid level,,"['MS Excel', 'SQL', 'MS Office', 'Power BI', 'KPI']","['Problem solving', 'Detail-oriented', 'Decision making', 'Analytical skills', 'Teamwork', 'Organizational skills', 'Communication Skills']"
18 April 2024,1057,Yerevan,Artfood,Export Manager,Sales/service management,Full time,Permanent,Mid level,,"['Sales/service experience', 'Business communication', 'Phone negotiations']","['Written communication skills', 'Organizational skills']"
18 April 2024,1155,Yerevan,«Դեֆանս Հաուզինգ Ինվեստ» ՓԲԸ,Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,,['ArmSoft accounting software'],[]
18 April 2024,937,Yerevan,"WebWork Time Tracker, Inc.",Sales Specialist,Sales/service management,Full time,Permanent,Junior,,['Advanced English knowledge'],"['Time management', 'Problem solving', 'Teamwork']"
02 April 2024,1133,Hrazdan,IDBank CJSC,"Հաճախորդների մենեջեր, ք․ Հրազդան",Banking/credit,Full time,Permanent,,,['LSoft'],[]
18 April 2024,1182,Yerevan,“Academy Of Creative Explorers” LLC,English Teacher,Education/training,Full time,Permanent,,,"['Teaching', 'English', 'Advanced English knowledge']",[]
18 April 2024,3320,Vanadzor,«Mounthree»,Receptionist / Administrator,Administrative/office-work,Full time,Permanent,Mid level,120000 AMD - 150000 AMD Net a month,['.NET Framework'],"['Negotiation  skills', 'Positive attitude', 'Conflict resolution skills', 'Communication', 'Team player']"
18 April 2024,1259,Yerevan,Deluxe Technologies LLC,Revenue Management Specialist,Tourism/Hospitality/HoReCa,Full time,Permanent,Mid level,,"['Financial analysis', 'MS Excel', 'Economics']","['Ability to work independently', 'Positive attitude', 'Time management']"
18 April 2024,605,Artashat,AMIO BANK,Service Clerk - Artashat Branch,Banking/credit,Full time,Permanent,Mid level,,"['MS Office', 'Banking']","['Teamwork', 'Communications']"
18 April 2024,1332,Yerevan,Evolution,Office Receptionist,Administrative/office-work,Full time,Permanent,Mid level,,['English'],[]
18 April 2024,823,Yerevan                                            (Remote),iBooben Development,Senior Media Buyer,Marketing/Advertising,Full time,Permanent,Senior,,"['Digital marketing', 'Media Planning', 'Performance management', 'Marketing Analysis', 'Proficiency in Google Analytics and social media analytics tools']","['Positive attitude', 'Time management', 'Problem solving', 'Detail-oriented', 'Goal-oriented', 'Communication Skills']"
18 April 2024,868,Yerevan,А-Медика,Product manager,Product/Project Management,Full time,Permanent,C level,,['Business relationship building'],"['Personal branding', 'Time management']"
18 April 2024,1712,Yerevan,"""Telecom Armenia"" OJSC",Ֆինանսական հաշվետվությունների և բյուջետավորման մասնագետ,Finance Management,Full time,Permanent,Mid level,,"['Tax legislation of RA', 'Report generation', 'IFRS']","['Decision making', 'Analytical skills', 'Logical thinking', 'Teamwork']"
12 April 2024,2405,Yerevan,Solgar Armenia,Medical representative,Healthcare/Pharmaceutical,Full time,Permanent,,,"['Pharmacology', 'MS Office']","['Time management', 'Conflict resolution skills', 'Flexible', 'Teamwork', 'Fast learning ability']"
18 April 2024,1486,Yerevan,Sparsis Holding,Graphic desinger,UI/UX/Graphic Design,Full time,Permanent,Senior,,"['Adobe After Effects', 'Adobe Illustrator', 'Adobe Photoshop']","['Ability to work independently', 'Personal branding', 'Artistic skills']"
18 April 2024,1319,Gyumri,AMIO BANK,Gyumri Branch Manager,Banking/credit,Full time,Permanent,Senior,,"['Banking legislation of RA', 'Financial analysis', 'Accounting']","['Leadership skills', 'Communication Skills']"
18 April 2024,737,Yerevan,ԱՐԹ-ԳՐՈՒՊ ՍՊԸ,Էլեկտրիկ-նախագծող,Construction,Flexible schedule,Permanent,Senior,,['AutoCAD'],"['Problem solving', 'Detail-oriented', 'Result-oriented', 'Responsibility']"
17 April 2024,1018,Yerevan,Ադամիում,Ներմուծման մենեջեր,Sales/service management,Full time,Permanent,Mid level,From 250000 AMD Net a month,['MS Excel'],[]
18 April 2024,1029,Yerevan,Calibri Real Estate Agency,Real estate sales/rent specialist,Sales/service management,Full time,Permanent,Mid level,300000 AMD - 4000000 AMD Net a month,[],"['Ability to work independently', 'Negotiation  skills', 'Positive attitude', 'Time management', 'Problem solving', 'Conflict resolution skills', 'Customer/service oriented']"
18 April 2024,888,Nor Hachn,Brand Leader,Խանութի մենեջեր,Sales/service management,Full time,Permanent,Mid level,150000 AMD - 180000 AMD Net a month,[],['Leadership skills']
18 April 2024,778,Arzni,Bacon Product LLC,Ավագ հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,['E-invoicing'],['Fast orientation']
18 April 2024,745,Yerevan,"LMS LLC, Loan Management Services",Credit portfolio collection specialist - Visits,Banking/credit,Full time,Permanent,Mid level,,"['MS Word', 'MS Excel', 'MS Outlook']","['Negotiation  skills', 'Time management', 'Problem solving', 'Conflict resolution skills', 'Result-oriented']"
18 April 2024,696,Yerevan,Digitain,Senior Network Engineer,Network Administration,Full time,Permanent,Senior,,"['Network administration', 'VPN', 'Cisco']",['Teamwork']
18 April 2024,1813,Yerevan,The LOFT,ՍՐԱՀԻ ՊԱՏԱՍԽԱՆԱՏՈՒ,Administrative/office-work,Full time,Permanent,Mid level,,[],"['Problem solving', 'Flexible', 'Teamwork', 'Fast learning ability', 'Responsibility']"
12 April 2024,754,Yerevan,TUMO Center for Creative Technologies,Fixed Asset and Materials Accountant,Finance Management,Full time,Temporary,Mid level,,"['ArmSoft accounting software', 'Accounting']",['Negotiation  skills']
18 April 2024,1120,Yerevan,Axioma Ltd,Marketing communication Manager,Marketing/Advertising,Full time,Permanent,Mid level,,"['SEO', 'Content marketing', 'Social Media Marketing']","['Written communication skills', 'Positive attitude', 'Time management', 'Problem solving', 'Public speaking']"
18 April 2024,768,Yerevan,Էյ Էմ Գրուպ ՍՊԸ,Գլխավներոր ինժեներ,Mechanical/Engineering,Full time,Permanent,Senior,2000000 AMD - 3000000 AMD Net a month,"['AutoCAD', 'MS Excel']","['Leadership skills', 'Negotiation  skills', 'Problem solving', 'Ability to work under pressure']"
18 April 2024,798,Yerevan,CARD  AgroCredit UCO CJSC,Loan Officer,Banking/credit,Full time,Contract,Senior,,"['Banking legislation of RA', 'Financial analysis']","['Negotiation  skills', 'Customer/service oriented', 'Flexible', 'Analytical skills']"
18 April 2024,939,Yerevan,VAK GROUP,Հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,['ArmSoft accounting software'],"['Detail-oriented', 'Teamwork', 'Multitasking']"
18 April 2024,1040,Yerevan,Brand Leader,Հաշվետար,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,['1C:Enterprise 8.3'],[]
18 April 2024,1265,Yerevan,"""INGO ARMENIA"" Insurance CJSC",Call Centre Specialist/night shift,Insurance,Full time,Permanent,,,['Professional telephone manners'],"['Ability to work independently', 'Negotiation  skills', 'Ability to work under pressure']"
18 April 2024,1191,Yerevan,Freda,Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,,['ArmSoft accounting software'],['Ability to work independently']
18 April 2024,894,Yerevan,A  M Rare,Export specialist,Sales/service management,Full time,Permanent,Senior,,['Financial analysis'],['Presentation skills']
18 April 2024,1310,Vagharshapat,ECLOF Armenia,ՏՏ աշխատակից,Software development,Full time,Permanent,Senior,,['SQL Server Administration'],"['Flexible', 'Creative thinking', 'Logical thinking', 'Teamwork', 'Self-motivation', 'Result-oriented', 'Hardworking', 'Work under pressure', 'PS SQL', 'Adaptable', 'Data Management']"
18 April 2024,1067,Yerevan,Buymie,Angular Developer,Software development,Full time,Permanent,Senior,,"['JavaScript', 'SCSS', 'TypeScript', 'Angular 2+', 'HTML5']","['Negotiation  skills', 'Positive attitude', 'Detail-oriented', 'Teamwork']"
18 April 2024,728,Yerevan,VTB Bank (Armenia),Product manager in the passive and commission products department,Banking/credit,Full time,Permanent,Mid level,,['JavaScript Frameworks'],[]
18 April 2024,627,Yerevan,Delex Law  firm,Փաստաբան պարտքերի հավաքագրման թիմում,Legal,Full time,Permanent,Mid level,,[],['Time management']
18 April 2024,1041,Yerevan,Prime Group of Companies,Senior HR Generalist,Human Resources,Full time,Contract,Senior,,['Business management'],"['Ability to work independently', 'Leadership skills', 'Negotiation  skills', 'Written communication skills']"
05 April 2024,675,Martuni,FastBank CJSC,Ֆինանսական խորհրդատու՝ «Մարտունի» մասնաճյուղում,Banking/credit,Full time,Permanent,,,['Computer knowledge'],"['Written communication skills', 'Conflict resolution skills', 'Customer/service oriented', 'Detail-oriented']"
17 April 2024,1182,Yerevan,Yerevan Chocolate Company CJSC,Product manager,Product/Project Management,Full time,Permanent,Mid level,,[],"['Teamwork', 'Sense of responsibility', 'Responsibility']"
12 April 2024,910,Yerevan,SoftConstruct,Culture and Engagement Manager,Marketing/Advertising,Full time,Permanent,Senior,,"['Amadeus CRS', 'MS Office']","['Written communication skills', 'Flexible', 'Ability to work under pressure']"
01 April 2024,693,Yerevan,FastBank CJSC,IT auditor,Audit/Compliance,Full time,Contract,,,['Audit'],"['Ability to work independently', 'Problem solving']"
05 April 2024,1025,Yerevan,People in Need,Procurement Coordinator,Procurement/Logistics/Courier,Full time,Contract,Mid level,,"['Coordinating', 'Procurement']","['Negotiation  skills', 'Written communication skills', 'Time management', 'Problem solving', 'Decision making', 'Teamwork']"
02 April 2024,1177,Yerevan,CENTRAL BANK OF ARMENIA,Supervisor/Business Conduct Supervision Division/Microfinance Organizations and Business Conduct Supervision Department,Banking/credit,Full time,Other,Junior,,[],['Communications']
17 April 2024,964,Yerevan,ԱՐԹ-ԳՐՈՒՊ ՍՊԸ,Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,"['ArmSoft accounting software', 'MS Office']","['Time management', 'Problem solving', 'Teamwork', 'Organizational skills']"
11 April 2024,1106,Yerevan,"""GLOBAL CREDIT"" UCO CJSC",Վաճառքի բաժնի մասնագետ(վարկային մասնագետ),Banking/credit,Full time,Permanent,,,['Sale and cooperation ability'],"['Negotiation  skills', 'Presentation skills']"
17 April 2024,988,Yerevan,DataArt Armenia,React Native Developer,Software development,Full time,Permanent,Senior,,['React Native'],['Teamwork']
17 April 2024,966,Yerevan,Tempus Group,Customer care representative,Sales/service management,Full time,Permanent,Mid level,,"['Professional telephone manners', 'Customer Service skills', 'Advanced English knowledge', 'Ability to communicate by phone', 'Proficiency in Written English']","['Positive attitude', 'Time management', 'Problem solving', 'Conflict resolution skills', 'Customer/service oriented', 'Decision making', 'Logical thinking', 'Managing a quality service']"
07 April 2024,797,Yerevan,Byblos Bank Armenia CJSC,Personal Banker,Banking/credit,Full time,Contract,Mid level,,"['AS banking', 'Banking', 'Banking Law']",[]
17 April 2024,765,Yerevan,Շոփարթ ՍՊԸ,գանձապահ վաճառող,Sales/service management,Full time,Permanent,,120000 AMD - 190000 AMD Net a month,['Sale and cooperation ability'],['Customer/service oriented']
07 April 2024,915,Yerevan,Byblos Bank Armenia CJSC,Teller,Banking/credit,Full time,Permanent,,,"['AS banking', 'Banking', 'Banking Law']",[]
17 April 2024,969,Yerevan,Easy Pay,Համապատասխանության մասնագետ,Legal,Full time,Permanent,Mid level,,['Legal analysis'],[]
17 April 2024,781,Yerevan,ԱՎԱՍ,sells agent,Sales/service management,Full time,Contract,,,['Sale and cooperation ability'],[]
14 April 2024,666,Artashat,ԱՎԱՍ,sells agent,Sales/service management,Full time,Contract,,,['Sale and cooperation ability'],[]
17 April 2024,919,Yerevan,Krisp,Digital Advertising Manager (contract-based),Marketing/Advertising,Full time,Contract,Senior,,"['Digital marketing', 'Advertising', 'PPC']","['Communication Skills', 'Planning and Organizing']"
17 April 2024,1094,Yerevan,Synergy International Systems,Business Development Executive,Business/Management,Full time,Permanent,Mid level,,"['Marketing research', 'Business Development']","['Written communication skills', 'Time management', 'Detail-oriented', 'Academic Writing']"
17 April 2024,2113,Yerevan,Daniam LLC,Junior Python Software Developer,Software development,Full time,Permanent,Junior,,"['Git/Github', 'Python', 'Docker', 'Python libraries', 'Neo4j', 'API']","['Ability to work independently', 'Problem solving', 'Analytical skills']"
17 April 2024,1275,Yerevan,Իմպրես հաշվապահական ընկերություն,Operator,Accounting/Bookkeeping/Cash register,Full time,Contract,,,['ArmSoft accounting software'],['Organizational skills']
11 April 2024,1745,Yerevan,Dalma Garden Mall,Graphic Designer,UI/UX/Graphic Design,Full time,Contract,Mid level,,['Adobe Premiere Pro'],['Time management']
17 April 2024,941,Yerevan,Հայաստանի Հաշվապահների Ասոցիացիա,Հաշվապահ՝ աշխատակիցների հաշվառման և աշխատավարձի հաշվարկման գործառույթներով,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,['Employment & labour law of the RA'],"['Time management', 'Detail-oriented', 'Reliability']"
17 April 2024,1860,Yerevan,Acba Bank OJSC,Data Analyst,Other IT,Full time,Permanent,Mid level,,"['Python', 'Analytical and Mathematical skills', 'SQL', 'Analysis of statistical data', 'Node.js', 'CSS', 'HTML']","['Problem solving', 'Communication Skills']"
17 April 2024,927,Yerevan,Yerevan Chocolate Company CJSC,Export specialist,Sales/service management,Full time,Permanent,Mid level,,"['Sales', 'Sale and cooperation ability']","['Personal branding', 'Negotiation  skills', 'Customer/service oriented', 'Teamwork']"
02 April 2024,677,Yerevan,American University of Armenia Fund,Շենքի շահագործման տեխնիկ / Բանվոր,General/professional/Other services,Full time,Permanent,,,['Technical knowledge/competence'],['Positive attitude']
17 April 2024,528,Yerevan,President Hotel,Մատուցող/ուհի,Tourism/Hospitality/HoReCa,Full time,Permanent,Junior,,['Tourism management'],[]
17 April 2024,575,Yerevan,President Hotel,Մաքրուհի/սպասուհի,Tourism/Hospitality/HoReCa,Full time,Permanent,Mid level,,['Tourism management'],[]
